Genome,Condition
287.31665,Resistant
287.14067,Resistant
287.4077,Resistant
287.8371,Resistant
287.32511,Resistant
287.27049,Resistant
287.33005,Resistant
287.445,Susceptible
287.9556,Resistant
287.1125,Resistant
287.96,Resistant
287.26442,Resistant
287.7656,Susceptible
287.29695,Susceptible
287.9814,Susceptible
287.16878,Resistant
287.10034,Susceptible
287.7548,Susceptible
287.29434,Resistant
287.27713,Susceptible
287.31133,Susceptible
287.10629,Resistant
287.8055,Susceptible
287.18059,Resistant
287.16563,Resistant
287.34076,Resistant
287.11157,Susceptible
287.31146,Susceptible
287.1767,Resistant
287.1152,Resistant
287.7482,Resistant
287.15221,Resistant
287.15904,Resistant
287.32626,Resistant
287.31595,Susceptible
1402495.3,Susceptible
287.32524,Susceptible
287.7768,Susceptible
287.24585,Susceptible
287.18097,Susceptible
287.7691,Resistant
287.26511,Resistant
287.18418,Resistant
287.31696,Resistant
287.30299,Resistant
287.27102,Susceptible
287.1111,Resistant
287.12801,Resistant
287.17583,Susceptible
287.9415,Resistant
287.998,Susceptible
287.17444,Resistant
287.17875,Resistant
287.8502,Resistant
287.32488,Resistant
287.976,Susceptible
287.3737,Resistant
287.9367,Resistant
287.29811,Resistant
287.3738,Susceptible
287.4085,Resistant
287.29766,Susceptible
287.7857,Susceptible
287.25751,Susceptible
287.13722,Resistant
287.2836,Resistant
1402537.3,Susceptible
287.14726,Resistant
287.12061,Susceptible
287.4097,Susceptible
287.33749,Resistant
287.9881,Resistant
287.17878,Susceptible
287.34403,Susceptible
287.12766,Resistant
287.9587,Resistant
287.1142,Resistant
287.27111,Susceptible
287.595,Resistant
287.11565,Susceptible
287.32636,Resistant
287.6865,Susceptible
287.27172,Resistant
287.33564,Susceptible
287.11977,Resistant
287.7033,Susceptible
287.793,Susceptible
287.26502,Susceptible
287.7446,Susceptible
287.8366,Resistant
287.25984,Susceptible
287.7376,Susceptible
287.805,Susceptible
287.1693,Susceptible
287.18693,Resistant
287.12665,Resistant
287.2472,Susceptible
287.7651,Susceptible
287.1762,Susceptible
287.8503,Resistant
287.31683,Resistant
287.29739,Susceptible
287.986,Susceptible
287.17671,Resistant
287.7607,Susceptible
287.17949,Susceptible
287.25745,Susceptible
287.32489,Resistant
287.7347,Resistant
287.12541,Susceptible
287.19676,Resistant
287.769,Susceptible
287.3297,Susceptible
287.967,Susceptible
287.7638,Susceptible
287.18116,Resistant
287.853,Resistant
1402556.3,Susceptible
287.12557,Resistant
287.25884,Resistant
287.19218,Resistant
287.24594,Resistant
287.18142,Susceptible
287.18705,Susceptible
287.12563,Susceptible
287.1211,Susceptible
287.1208,Resistant
287.16877,Resistant
287.2725,Resistant
287.18415,Resistant
287.11126,Susceptible
287.7588,Susceptible
287.18301,Resistant
287.33416,Resistant
287.31204,Resistant
287.19219,Resistant
287.27118,Susceptible
287.14819,Resistant
287.9581,Resistant
287.701,Susceptible
287.27255,Resistant
287.18466,Susceptible
287.17972,Resistant
287.7793,Resistant
287.12493,Resistant
287.12782,Susceptible
287.11906,Resistant
287.34142,Susceptible
287.8421,Resistant
287.9106,Susceptible
287.2606,Susceptible
287.19371,Susceptible
287.14453,Resistant
287.6834,Susceptible
287.26496,Resistant
287.26006,Susceptible
287.6412,Resistant
287.18342,Susceptible
287.87,Susceptible
287.31451,Resistant
287.5954,Resistant
287.6454,Susceptible
287.9205,Susceptible
287.31677,Resistant
287.18561,Resistant
287.27657,Resistant
287.6962,Susceptible
1402560.3,Susceptible
287.19527,Resistant
287.11927,Susceptible
287.17888,Resistant
287.33807,Susceptible
287.30255,Resistant
287.34072,Susceptible
287.17887,Susceptible
287.4339,Susceptible
287.26542,Resistant
287.30217,Susceptible
287.17995,Resistant
287.4068,Susceptible
287.9853,Susceptible
287.6361,Susceptible
287.4411,Susceptible
287.31675,Resistant
287.26321,Susceptible
287.18027,Susceptible
287.34084,Susceptible
287.31666,Resistant
287.7375,Susceptible
287.13279,Susceptible
287.18019,Resistant
287.14788,Resistant
287.8392,Resistant
287.11183,Susceptible
287.16872,Susceptible
287.8418,Resistant
287.9422,Resistant
287.28431,Resistant
287.28308,Susceptible
287.7831,Susceptible
287.29659,Susceptible
287.9876,Resistant
287.6367,Resistant
287.11926,Susceptible
287.2975,Resistant
287.34149,Resistant
287.7821,Susceptible
287.31468,Resistant
287.18571,Susceptible
287.14771,Susceptible
287.19535,Susceptible
287.7665,Resistant
287.14066,Resistant
287.7083,Resistant
287.767,Susceptible
287.14509,Susceptible
287.26431,Susceptible
287.9908,Resistant
287.32664,Resistant
287.1964,Resistant
287.12792,Resistant
287.11752,Susceptible
287.4296,Resistant
287.29228,Resistant
287.8969,Susceptible
287.14068,Resistant
287.31691,Resistant
287.16605,Resistant
1402524.3,Susceptible
287.14382,Susceptible
287.31212,Susceptible
287.28307,Resistant
287.29693,Susceptible
287.12837,Resistant
287.26417,Resistant
287.26311,Susceptible
287.32579,Susceptible
287.25802,Susceptible
1447531.3,Susceptible
287.14049,Resistant
287.19528,Resistant
287.16602,Susceptible
287.7274,Susceptible
287.29422,Susceptible
287.16862,Susceptible
1447538.3,Susceptible
287.16833,Susceptible
287.9874,Susceptible
287.32649,Resistant
287.18091,Susceptible
287.19475,Susceptible
287.7526,Susceptible
287.6814,Resistant
287.1744,Resistant
287.1802,Resistant
287.10406,Susceptible
287.25758,Susceptible
287.7671,Susceptible
287.14517,Resistant
287.31597,Resistant
287.12099,Susceptible
287.30237,Resistant
287.407,Resistant
287.11584,Susceptible
287.4272,Susceptible
652611.51,Susceptible
287.9258,Susceptible
287.16879,Resistant
287.7494,Susceptible
287.14274,Resistant
287.7044,Resistant
287.7417,Resistant
287.26406,Resistant
287.27153,Susceptible
287.917,Susceptible
287.9108,Susceptible
287.31651,Resistant
287.32973,Susceptible
287.32604,Resistant
287.28365,Resistant
287.18431,Susceptible
287.14751,Susceptible
287.26081,Susceptible
287.1866,Resistant
287.2717,Resistant
287.32629,Susceptible
287.34067,Susceptible
287.1118,Susceptible
287.18698,Resistant
287.5735,Resistant
287.12693,Resistant
287.2603,Resistant
287.6801,Susceptible
287.14391,Susceptible
287.7034,Susceptible
287.18536,Resistant
287.10157,Susceptible
287.31649,Resistant
287.29661,Resistant
287.6325,Susceptible
287.33671,Resistant
287.8931,Susceptible
1402518.3,Susceptible
287.17859,Susceptible
287.32601,Susceptible
287.7751,Resistant
287.17472,Susceptible
287.31488,Resistant
287.5995,Susceptible
287.32562,Susceptible
287.17501,Resistant
287.27716,Susceptible
287.26018,Resistant
287.11938,Resistant
287.115,Resistant
287.31388,Resistant
287.9283,Susceptible
287.4273,Resistant
287.7985,Resistant
287.6853,Resistant
287.7086,Resistant
287.7921,Susceptible
287.842,Resistant
287.17436,Susceptible
287.27763,Resistant
287.9408,Susceptible
287.14263,Resistant
287.8505,Susceptible
287.18438,Resistant
287.6324,Susceptible
287.27175,Susceptible
287.28375,Resistant
287.3937,Resistant
287.6368,Resistant
287.6356,Resistant
1447533.3,Susceptible
287.15893,Susceptible
287.597,Susceptible
287.28456,Resistant
287.9338,Resistant
1402522.3,Susceptible
287.8527,Resistant
287.18555,Resistant
287.26508,Susceptible
287.2605,Susceptible
287.27016,Resistant
287.12595,Resistant
287.4098,Susceptible
287.18655,Resistant
287.15905,Resistant
287.15739,Resistant
287.854,Resistant
287.9617,Susceptible
287.33761,Resistant
287.6998,Susceptible
287.7784,Susceptible
287.25877,Resistant
1402559.3,Susceptible
287.7919,Susceptible
287.7677,Resistant
287.15873,Resistant
287.25716,Susceptible
287.11913,Susceptible
287.13723,Resistant
287.18,Resistant
287.1262,Resistant
287.18104,Resistant
287.9219,Resistant
287.7308,Resistant
287.14772,Susceptible
287.6882,Susceptible
287.32541,Susceptible
287.25267,Resistant
287.24565,Susceptible
287.9417,Resistant
287.9793,Resistant
287.9321,Resistant
287.9936,Susceptible
287.29716,Resistant
287.17881,Resistant
287.964,Resistant
287.1661,Susceptible
287.12461,Resistant
287.9244,Susceptible
287.7683,Resistant
287.1586,Resistant
287.8875,Resistant
287.14464,Susceptible
287.27024,Resistant
287.32995,Susceptible
287.34313,Resistant
287.3027,Resistant
287.11891,Susceptible
287.16975,Resistant
287.18407,Resistant
287.30305,Resistant
287.29725,Resistant
287.31189,Resistant
287.9271,Susceptible
287.32989,Resistant
287.91,Resistant
287.32474,Susceptible
287.31429,Susceptible
287.952,Resistant
287.25936,Susceptible
287.16532,Resistant
287.10433,Resistant
287.372,Resistant
287.13326,Resistant
287.14058,Resistant
287.29443,Resistant
287.889,Resistant
287.5689,Susceptible
287.12645,Susceptible
287.12467,Susceptible
287.27258,Resistant
287.18365,Susceptible
287.16594,Resistant
287.6873,Susceptible
287.9614,Resistant
287.7975,Resistant
287.25769,Susceptible
287.29758,Resistant
287.4064,Resistant
287.17677,Susceptible
287.34107,Susceptible
287.32614,Susceptible
287.9335,Resistant
287.7039,Susceptible
287.19181,Susceptible
287.2644,Resistant
287.5684,Susceptible
287.12624,Susceptible
287.29788,Susceptible
287.7506,Susceptible
287.31426,Resistant
287.41,Susceptible
287.18331,Susceptible
287.16823,Resistant
287.7297,Susceptible
287.1042,Resistant
287.7016,Resistant
287.8889,Susceptible
287.33593,Resistant
287.34238,Resistant
287.8036,Resistant
287.34404,Resistant
287.7687,Resistant
287.28417,Susceptible
287.9308,Resistant
287.11586,Susceptible
287.34147,Susceptible
287.8883,Susceptible
287.25248,Resistant
287.702,Susceptible
287.11097,Susceptible
287.9401,Resistant
287.27781,Resistant
287.32508,Resistant
287.9359,Resistant
287.798,Resistant
287.25724,Susceptible
287.2576,Susceptible
287.3145,Resistant
287.8007,Susceptible
287.31635,Susceptible
287.7974,Resistant
287.5746,Resistant
287.8378,Susceptible
287.18359,Susceptible
287.27097,Resistant
287.25201,Resistant
287.18616,Susceptible
287.31163,Susceptible
287.3148,Resistant
287.33695,Resistant
287.7288,Susceptible
287.18046,Susceptible
287.5694,Susceptible
287.27305,Resistant
1081927.11,Susceptible
287.9078,Resistant
287.14786,Susceptible
287.25726,Susceptible
287.7294,Susceptible
287.11168,Resistant
287.1067,Resistant
287.17496,Resistant
287.25972,Resistant
287.34259,Susceptible
287.11156,Susceptible
287.1689,Resistant
287.12534,Susceptible
287.29705,Resistant
287.27124,Susceptible
287.18595,Resistant
287.33712,Susceptible
287.18424,Resistant
287.31384,Resistant
287.7291,Resistant
287.33583,Resistant
287.7777,Resistant
287.18383,Resistant
287.7812,Resistant
287.9828,Susceptible
287.25983,Susceptible
287.9399,Resistant
287.12012,Susceptible
287.879,Susceptible
287.17557,Resistant
287.7954,Susceptible
287.3162,Susceptible
287.18404,Resistant
287.12448,Resistant
287.27052,Susceptible
287.25881,Susceptible
287.34383,Susceptible
287.2455,Resistant
287.19177,Susceptible
287.29733,Resistant
287.18044,Resistant
287.7857,Susceptible
287.11539,Resistant
287.3416,Susceptible
287.438,Susceptible
287.1014,Susceptible
287.4362,Resistant
287.1151,Resistant
287.28428,Susceptible
287.7311,Susceptible
287.29223,Resistant
287.1043,Susceptible
287.33669,Resistant
287.18088,Resistant
287.34268,Resistant
287.2774,Susceptible
287.8916,Resistant
287.11943,Resistant
287.734,Susceptible
287.17917,Susceptible
287.9451,Resistant
287.28313,Susceptible
287.13301,Resistant
287.19525,Susceptible
287.18122,Susceptible
287.7007,Susceptible
287.7623,Susceptible
287.29818,Resistant
287.7945,Susceptible
287.1684,Resistant
287.7874,Susceptible
287.13851,Susceptible
287.29632,Susceptible
287.12635,Resistant
287.755,Susceptible
287.7521,Resistant
287.19549,Resistant
287.6841,Resistant
287.7934,Susceptible
287.17572,Susceptible
287.27066,Resistant
287.34276,Resistant
287.18452,Resistant
287.148,Resistant
287.6398,Resistant
287.1698,Resistant
287.31645,Resistant
287.27103,Susceptible
287.16853,Susceptible
287.17864,Resistant
287.12561,Resistant
287.899,Resistant
287.26459,Resistant
287.14493,Susceptible
287.31205,Susceptible
287.31707,Resistant
287.17674,Susceptible
287.33704,Susceptible
287.19545,Susceptible
287.1064,Susceptible
287.8013,Susceptible
287.2713,Susceptible
287.34398,Susceptible
287.392,Resistant
287.15752,Susceptible
287.6979,Resistant
287.12117,Susceptible
287.18112,Resistant
287.8487,Resistant
287.6492,Resistant
287.12026,Susceptible
287.34079,Susceptible
287.12843,Susceptible
287.4042,Resistant
287.27299,Susceptible
287.17578,Susceptible
287.25958,Susceptible
287.14057,Resistant
287.25879,Resistant
287.7484,Resistant
287.27786,Resistant
287.4298,Susceptible
287.9925,Resistant
287.28484,Susceptible
287.7849,Susceptible
287.27252,Resistant
287.34043,Susceptible
287.17663,Susceptible
287.34378,Susceptible
287.14761,Resistant
287.7292,Resistant
287.32655,Resistant
287.29433,Susceptible
287.19231,Resistant
287.30316,Resistant
287.18585,Susceptible
287.27095,Susceptible
287.7955,Susceptible
1402547.3,Susceptible
287.2597,Resistant
287.8409,Resistant
287.29819,Susceptible
287.14396,Resistant
287.9497,Resistant
287.5681,Resistant
287.9068,Susceptible
287.9349,Resistant
287.7865,Susceptible
287.26012,Susceptible
287.2703,Susceptible
287.27237,Susceptible
287.12668,Susceptible
287.18658,Resistant
287.33764,Susceptible
287.4099,Susceptible
287.9113,Susceptible
287.12847,Resistant
287.11142,Resistant
287.17975,Resistant
287.33007,Resistant
287.8514,Resistant
287.34256,Resistant
287.259,Resistant
287.14482,Susceptible
287.4381,Susceptible
287.27116,Susceptible
287.12826,Resistant
287.7346,Susceptible
287.7529,Resistant
287.17854,Resistant
287.7304,Susceptible
287.7024,Susceptible
287.19505,Susceptible
287.14412,Resistant
287.8513,Susceptible
287.25964,Susceptible
287.18538,Resistant
287.12823,Resistant
287.12815,Susceptible
287.13732,Susceptible
287.26034,Resistant
287.17479,Susceptible
287.6377,Resistant
287.9093,Susceptible
287.29209,Susceptible
287.928,Susceptible
287.5683,Susceptible
1611770.3,Resistant
287.9092,Susceptible
287.17672,Susceptible
287.25775,Susceptible
287.9521,Resistant
287.15731,Resistant
287.908,Resistant
287.9322,Resistant
287.6874,Susceptible
287.16954,Resistant
287.27789,Resistant
287.30233,Susceptible
287.7962,Susceptible
287.12756,Susceptible
287.6828,Susceptible
287.17697,Resistant
287.7758,Resistant
287.1096,Resistant
287.34082,Resistant
287.8044,Susceptible
287.34284,Susceptible
287.17478,Resistant
287.13724,Resistant
1402519.3,Susceptible
287.13264,Susceptible
1402499.3,Resistant
287.11149,Susceptible
287.5777,Susceptible
287.7984,Resistant
287.17041,Susceptible
287.31703,Resistant
287.11101,Susceptible
287.15248,Susceptible
287.8405,Susceptible
287.16849,Susceptible
287.29719,Resistant
287.17562,Resistant
287.33917,Susceptible
287.5701,Resistant
287.6358,Resistant
287.3166,Resistant
287.1113,Susceptible
287.29432,Susceptible
287.15216,Resistant
287.6413,Resistant
287.1072,Resistant
287.4621,Resistant
287.32646,Resistant
287.7352,Susceptible
287.9782,Susceptible
287.9827,Susceptible
287.1695,Resistant
287.3299,Susceptible
287.6995,Susceptible
287.14026,Susceptible
287.18105,Susceptible
287.33566,Susceptible
287.18087,Resistant
287.3258,Susceptible
287.26509,Resistant
287.29403,Resistant
287.6953,Susceptible
287.14054,Susceptible
287.6371,Resistant
287.33634,Susceptible
287.8512,Resistant
287.2731,Susceptible
287.14769,Susceptible
287.2923,Resistant
287.12787,Susceptible
287.8404,Resistant
287.11579,Resistant
287.1447,Susceptible
287.33601,Resistant
287.7268,Resistant
287.24526,Resistant
287.18574,Resistant
287.24704,Susceptible
287.17502,Resistant
287.19454,Susceptible
287.7787,Resistant
287.14423,Susceptible
287.839,Resistant
287.11928,Resistant
287.1451,Susceptible
287.7826,Susceptible
287.27659,Resistant
287.18318,Resistant
287.18499,Resistant
287.31482,Resistant
287.761,Susceptible
287.19174,Susceptible
287.3022,Resistant
287.2978,Susceptible
287.906,Susceptible
287.27026,Susceptible
287.16979,Susceptible
287.31403,Susceptible
287.7098,Resistant
287.1522,Resistant
1402549.3,Susceptible
287.26435,Resistant
287.29729,Resistant
287.12663,Susceptible
287.1691,Resistant
287.1842,Susceptible
287.31738,Resistant
287.14278,Susceptible
287.6351,Susceptible
287.31752,Susceptible
287.9278,Susceptible
287.1146,Resistant
287.9036,Susceptible
287.14436,Susceptible
287.17645,Susceptible
287.4469,Resistant
287.32505,Susceptible
287.27136,Susceptible
287.6885,Susceptible
287.28335,Resistant
287.4334,Susceptible
287.19185,Resistant
287.12567,Resistant
287.31605,Susceptible
287.7379,Susceptible
287.26405,Resistant
287.18264,Resistant
287.7836,Susceptible
287.7686,Susceptible
287.11141,Resistant
287.1441,Susceptible
287.12108,Susceptible
287.17841,Susceptible
287.8499,Resistant
287.7328,Susceptible
287.24724,Resistant
287.24566,Resistant
287.18005,Resistant
287.33409,Susceptible
287.14395,Resistant
287.12853,Resistant
287.1804,Resistant
287.17585,Susceptible
287.9416,Susceptible
287.26445,Resistant
1447543.3,Susceptible
287.12715,Resistant
287.10289,Susceptible
287.29447,Resistant
287.7546,Susceptible
287.8545,Resistant
287.4386,Susceptible
287.13725,Resistant
287.10395,Resistant
287.12679,Susceptible
287.11995,Susceptible
287.31739,Resistant
287.916,Resistant
287.33685,Resistant
287.7978,Susceptible
287.18308,Resistant
287.9054,Susceptible
287.31761,Resistant
287.33762,Susceptible
287.18405,Resistant
287.19523,Susceptible
287.33565,Susceptible
287.18455,Resistant
287.7641,Susceptible
287.9425,Resistant
287.33352,Susceptible
287.33639,Susceptible
287.34401,Susceptible
287.9822,Resistant
287.29744,Susceptible
287.6871,Resistant
287.116,Susceptible
287.12591,Resistant
287.31401,Resistant
287.13258,Susceptible
287.7903,Susceptible
652611.54,Susceptible
287.7309,Susceptible
287.12669,Susceptible
287.33369,Resistant
287.18344,Susceptible
